ax-0,ay-0,omega-0,ax-1,ay-1,omega-1,ax-2,ay-2,omega-2
-0.0017299119369415528,0.009820516564706389,0.0509630265983777,-0.00851994393204214,-0.0055187505793169445,0.05311451108953591,0.009591989502181347,-0.005483825002546017,0.055543569700278184
-0.0012547371785681044,0.010702521983088381,0.05413845481568885,-0.008552790437142842,-0.006795130568667786,0.055820750413237974,0.009964017234928414,-0.003692454505488385,0.05538484508291752
-0.0038615920899998895,0.01148489364668397,0.06489679318533181,-0.008258251359398647,-0.009294291845566531,0.06733013278529636,0.011883588981434786,-0.001992457768652613,0.06590266386733805
-0.009921650294148663,0.012566760030799986,0.09324457646067161,-0.006136240646574458,-0.015355777106549109,0.09513972505141854,0.016404693581425312,0.0021891943161542046,0.09483035785396998
-0.001252019546774119,0.0004986507972117578,0.002924999999999784,-0.0005745410904083037,0.00038913668665846446,0.002799999999947289,0.0004471018654819692,0.0008244031458395917,0.0015250000000577302
-0.0005560157681556217,0.0001586935546990543,0.0003999999999995233,-1.1857854141496106e-05,-0.00016740567649393197,0.00014999999997655777,0.0007247800487013443,0.0008653592382513854,0.0015250000000133213
-0.0002678720812487085,2.298213638383284e-05,0.0004166666666662965,-1.840473943982251e-05,-0.0005287228365680186,0.0016583333332912769,0.00022631502794816832,0.0002818285890751219,0.00019999999999834964
-0.0001316889863588992,-5.3677481192202296e-05,-0.0004312499999998885,-9.43513936869995e-05,-5.4997137170410605e-05,0.00013124999997948805,5.548531105915051e-05,0.0001199060061927627,0.00017500000000225668
-0.001132698295443213,-0.004960411517745812,-0.0248106988263034,0.005661807873758029,0.0008402056506581768,-0.0281256984514755,-0.0035441642689225394,0.0022115740936773376,-0.021738864935194613
-0.0015046877056927126,-0.006054771763845913,-0.033716212882078,0.006837480993654906,0.002836471822667244,-0.03933787489931451,-0.005291461807840286,0.0022866934609918252,-0.03157226552015224
-0.003064092479033403,-0.008602806597073928,-0.048912890386368674,0.009645841406907222,0.001998949162838683,-0.05239528153297238,-0.006542255239667949,0.005444985013043635,-0.04596230540334645
-0.005426616928569529,-0.010483253035231866,-0.06289456234436172,0.012220571891612114,0.00042835214480276945,-0.06530360257610557,-0.006902606294547612,0.00897705325789327,-0.06192480656779242
-0.0002787796191047742,0.01064355952266998,0.05353470156707123,-0.008743396816193044,-0.006474745777397539,0.051807629863898086,0.008592981977206121,-0.006772921762113193,0.05320520167910736
-0.0015285637465130748,0.011029333661312372,0.05662203477165869,-0.0076963555129523475,-0.0073860961458147335,0.05480066817780127,0.009883517210022378,-0.00450126521811842,0.05553426472204581
-0.004555956525495056,0.01137226636035428,0.06552395717427034,-0.007587230134511022,-0.009892994314909611,0.06575739592114734,0.011845657160994805,-0.0025007319604729095,0.06611224875854305
-0.009710202226866594,0.012561780104893299,0.09139388675475661,-0.00586674387241818,-0.014946236846097753,0.09078710013061819,0.01580588941347785,0.0023704459771324935,0.09395458683700286
0.0003107545329672501,-0.00047174569450679103,-0.002425000000000059,-0.0006860083364597369,0.0010472638215935914,-0.0006749999999833278,0.0002191504514283127,0.000595267112483977,-0.0019000000000879425
-0.0001515972362981572,-0.0008443447112858155,-0.002962500000000392,0.0005552077601509812,-0.00048254312192624264,-0.0013374999999982151,-0.00010484868558862597,0.000706109344581238,-0.0019250000000692324
0.000175832458938168,-0.00031663599083192915,-0.0019666666666669197,0.0002763118270933594,-0.0003560863733578382,-0.0005333333333190637,0.00016898890832605412,0.0009368570582983317,-0.001408333333359953
5.921577486689422e-05,-0.00042001035953752184,-0.002143749999999644,-4.4612584969805945e-05,-2.587321154399659e-05,0.00035000000000451337,-0.00015220595999062967,0.0001658269043148282,-0.0011875000000216573
-0.002714672333307966,-0.005110489840716541,-0.027493453626623254,0.004943584675488888,0.002224129926155227,-0.029623027062264384,-0.004739380511053354,0.0026411535229767247,-0.02754988398505631
-0.0011428952654916429,-0.007438271610382731,-0.039794286585613625,0.006809975491260667,0.0029530571373257183,-0.03872872992636278,-0.0051152363276780865,0.005321309847440404,-0.03825454102663883
-0.0026639199847907,-0.009628873705943257,-0.052319778474732646,0.009519651452746901,0.002217389471666022,-0.05274792604521572,-0.006489348865313026,0.007077655757853947,-0.05128471005034404
-0.00596566447653917,-0.010807268459240855,-0.06649453658433493,0.012415623220984181,0.0005031296413104958,-0.06737579024069795,-0.006432510559534637,0.010164752447268242,-0.06411206777641176
0.00014237925625298908,0.010037214645006277,0.051188664796890715,-0.008759039330386714,-0.00650579777863175,0.05388594729156537,0.009586665257323851,-0.00517464957040803,0.0525434018842752
-0.002233518784841879,0.010211958376948927,0.052921196763346966,-0.0077865591666346585,-0.0077812219649987645,0.05707091389823837,0.010100819152486352,-0.002500301771189243,0.05319112210924182
-0.0043366675705361745,0.011142592940483741,0.06414016625063099,-0.0075099148904132175,-0.009867626006293142,0.0668420715790911,0.011958524892893908,-0.0024464152067213813,0.06479575821474921
-0.009701790266435011,0.013018877563706246,0.0926996240676864,-0.006008153904312869,-0.014871695746621547,0.0917190114832156,0.015981925574764907,0.0026157015787012386,0.09314311654473606
0.0002996857392453811,0.0012750078932966757,0.005049999999999537,0.001993899974829516,-0.0021007513414453283,-0.0025749999998936346,-0.00109658074808755,-0.002613329838446754,0.001075000000039239
-0.0007034096436955542,0.0007003679397397006,0.003237500000000134,0.0009996281745201013,-0.0008701930752548955,-0.0026499999999263224,-0.0006006427479122846,-0.0012567321246930658,-0.00014999999997655777
-0.0003626230195226597,0.00044015094228363864,0.0018833333333336103,0.000767661209092171,-0.0004905130218291991,-0.0025499999999271474,-0.0007506363638978433,-0.0005936663241239744,-0.001699999999971169
-0.00039664418455557414,0.00022177853814642293,0.001012500000000328,0.0004659140811959009,-4.13054620288102e-05,-0.0015374999999595573,-0.0002647717868980992,0.0001571321722810592,-0.0014562499999870582
-0.0016880206284361488,-0.0039491610164242175,-0.022990002927319904,0.006257327071716029,0.000427727419698154,-0.028661462015033834,-0.004078323577714343,0.002564831826638858,-0.024735643839335353
-0.0006329534302456579,-0.0065845570463231055,-0.03553018203735625,0.007323505106839508,0.0016722631485604428,-0.03900253458914982,-0.005354578868853167,0.003810871754932826,-0.034556277957475956
-0.0027186238642784577,-0.008509779761271475,-0.04750605590770429,0.009622070453516585,0.002088907788932607,-0.051430541566481004,-0.005810436989686442,0.006796351619119123,-0.04797227397697057
-0.005261822826259439,-0.010069866501906938,-0.061215967577146035,0.012364086925497772,0.00028976135814154515,-0.06635656536009282,-0.005999530383018159,0.00988046017308032,-0.06308239400873994
-0.0030106429530982193,0.010007869275384208,0.05276144892678216,-0.009674547518670473,-0.005259063765430949,0.05451774405784704,0.008404465361423058,-0.007036524652802301,0.05452388232631833
-0.001876400662838747,0.010864069669380923,0.055400520906854614,-0.008320162692815943,-0.007177907352674663,0.05609723788384535,0.009970849173833451,-0.003952396935692616,0.054698136159903044
-0.004589885409009287,0.011233149377957944,0.06482053731355046,-0.008198481183798099,-0.009671936446126779,0.06820894685830581,0.011595358337276365,-0.002181597931733797,0.06557904447609768
-0.010162913548012055,0.013035856615805136,0.09344959043147047,-0.005795431357074288,-0.015124669383836527,0.09425989440745575,0.015814775371250124,0.002380004248222314,0.09387773707397185
0.0021874920312497936,-3.187499867193989e-05,0.0005499999999997275,0.0010937500000002265,-0.0018944305707757625,7.499999998827889e-05,-0.000504643545978789,-0.0018714328870114705,0.0007249999999459078
0.000833238036161236,7.330547296462965e-05,-0.00010000000000016437,0.0001381498722903397,-0.0010463360681007344,0.001387500000005204,-0.0005498103440582103,-0.00048330496585369254,-0.0018500000000365446
0.0005356530232465089,-4.71249469058754e-05,-0.0005083333333332197,-0.00019178340106879816,-0.000424674887079614,0.0018583333333488383,-0.0002010710883507524,1.406753802930221e-05,-0.0010083333333632538
0.0003945631572825552,6.811154684073632e-05,9.37499999998068e-05,7.645608994229882e-05,-0.0004890590847236718,0.001031249999994266,-0.00027689293463639686,-0.00014275972374273933,-0.0007125000000218762
-0.0008337528458052246,-0.005039660239699015,-0.026242177108679127,0.003944666675401165,0.003820431793429002,-0.029429214138954052,-0.006002787260060705,0.001245861760729161,-0.028635906827201296
-0.0005661466201616832,-0.00618707345429023,-0.03394748634025922,0.006590775364127061,0.0028700013160002738,-0.038982022046485376,-0.006322330489874628,0.0036224079614572474,-0.038498494117567006
-0.0023161233361609517,-0.00835843782713987,-0.04736671992919553,0.009131590959492298,0.003054843526532704,-0.05107595980540225,-0.0067720160209694,0.007014361377948031,-0.05235011266909358
-0.004566493162211068,-0.01047209917620075,-0.06153000256343481,0.011730411275714737,0.0009553417052852643,-0.0642549053743835,-0.006873418834293347,0.010319758223750461,-0.06729675737000562
0.0010613226921404872,0.01007750668761799,0.05105190742028971,-0.009179989691358165,-0.006030956372922447,0.05254204018658726,0.00976945452858119,-0.005231240654102187,0.053779035505385764
-0.001463821263169512,0.010735247531306589,0.05647492109801753,-0.007806931865181332,-0.007772269483807209,0.05626956238473646,0.010219663246730269,-0.003057705377047649,0.054299515416600386
-0.003508885444815963,0.011906295894159416,0.06603484220029615,-0.008025764326601808,-0.009859719604149044,0.06739479036201128,0.012165429773957239,-0.0024596281985510083,0.06602739563303928
-0.009424695224649615,0.013050133229737762,0.09324517889347904,-0.005872601706504399,-0.015237956534964152,0.09299674320373263,0.016074743820220935,0.0023821320719246376,0.09353141480227256
0.0015617692014080475,-0.000304498830721358,9.999999999957872e-05,-8.585904951591283e-05,0.0003112121902890119,0.0005500000001212868,-0.0009075245116126063,-0.0012800663205039808,-0.0011999999999900979
0.0005554455778501567,-7.855545290971561e-05,-0.0009875000000005654,4.157845986026606e-05,-0.0006190900370252174,0.002100000000071489,-0.00033145163796161677,-0.00028934231159164864,-0.0005375000000196195
0.00017737001347225715,-0.0002071382116503359,-0.001216666666666908,-0.00015547834537788758,-0.0005071571059738529,0.001625000000071708,-0.00028924084861738287,-0.00024487485429261886,-0.0005583333333447627
0.000457321699286122,-0.0002939898706458339,-0.00166249999999963,-5.855816732829545e-05,-0.0003398683089712935,0.0007187500000505054,4.1237322829848633e-05,0.0001281619346482632,-0.0005000000000032756
-0.00029138559295288635,-0.006103185523467401,-0.03141405455183514,0.004345120808671443,0.0012437240489576729,-0.024199371035305006,-0.005032682980372211,0.0032311507080426405,-0.03047417225232607
-0.0013779528355758093,-0.007281123809880267,-0.0379268470143458,0.005626160495404863,0.003037931117712741,-0.03432039396300546,-0.006222949949588299,0.00467202015907997,-0.04130279146896676
-0.0028559515437743504,-0.00913484199995797,-0.05091494104661966,0.008607525944474738,0.002277666832875558,-0.04853327169835886,-0.006847650932324216,0.007786979426694215,-0.05493949110023285
-0.005811141841335764,-0.010848674401124704,-0.0655606991202174,0.011466242484461715,0.000908922551625493,-0.0630361031173865,-0.006660959112709282,0.010898874708666658,-0.06799253077589551
0.0014045750859337236,0.009935825433817195,0.049433364582265785,-0.009353489208122068,-0.004991064856595118,0.052937274916065036,0.008547088522832536,-0.005769424203251605,0.05100275384619657
-0.0007814293389338564,0.010561813763495418,0.05349496141471699,-0.008059922132513941,-0.007294267134358125,0.05562922991693142,0.009721142552355296,-0.003808721488384675,0.053781828666843445
