ax_1,ay_1,yaw_1
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.088475221,-0.013120033,3.288810283
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.394875487,0.040906601,3.038367193
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
-0.135975839,-0.119626799,3.863115113
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
0.080300701,-0.114681286,-0.959931089
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.690628476,0.114596284,2.977160395
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.099980751,0.247394118,1.954862717
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.334220834,-0.185192964,3.647580953
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.091687227,-0.479263448,4.523364316
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.661966655,0.195704236,2.854140068
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.253937134,-0.177808695,3.752457892
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
-0.081881203,-0.301488754,4.447196168
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.834073587,-0.68558096,-0.687992667
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
0.156619664,0.039626768,0.247812154
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
-0.125712202,0.019910857,2.984513021
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
0.149166765,-0.513662609,4.995013794
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.426039775,0.01703263,3.101634966
-0.023618458,-0.168054064,4.57276264
-0.023618458,-0.168054064,4.57276264
-0.023618458,-0.168054064,4.57276264
-0.023618458,-0.168054064,4.57276264
-0.023618458,-0.168054064,4.57276264
-0.023618458,-0.168054064,4.57276264
-0.023618458,-0.168054064,4.57276264
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
0.042808265,-0.355903712,4.832094385
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
-0.375585761,-0.182853319,3.594663718
0.038190642,-0.083913496,5.139491858
0.038190642,-0.083913496,5.139491858
0.038190642,-0.083913496,5.139491858
0.038190642,-0.083913496,5.139491858
0.038190642,-0.083913496,5.139491858
0.038190642,-0.083913496,5.139491858
0.038190642,-0.083913496,5.139491858
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
0.518280233,-0.122823451,-0.232690069
-0.009841024,-0.070022527,4.57276264
-0.009841024,-0.070022527,4.57276264
-0.009841024,-0.070022527,4.57276264
-0.009841024,-0.070022527,4.57276264
-0.009841024,-0.070022527,4.57276264
-0.009841024,-0.070022527,4.57276264
-0.009841024,-0.070022527,4.57276264
-0.143413785,-0.258326317,4.205588806
-0.143413785,-0.258326317,4.205588806
-0.143413785,-0.258326317,4.205588806
-0.143413785,-0.258326317,4.205588806
-0.143413785,-0.258326317,4.205588806
