ax_2,ay_2,yaw_2
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.09194311,-0.26008934,-1.910591001
-0.00874032,-0.02689994,-1.884955592
-0.00874032,-0.02689994,-1.884955592
-0.00874032,-0.02689994,-1.884955592
-0.00874032,-0.02689994,-1.884955592
-0.00874032,-0.02689994,-1.884955592
-0.00874032,-0.02689994,-1.884955592
-0.00874032,-0.02689994,-1.884955592
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
-0.035640261,-0.01815962,-2.670353756
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
0.0501087,-0.120370753,-1.17632932
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
-0.138530373,-0.014468439,-3.037527589
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.219230195,-0.011752523,-6.336742181
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.028257899,-0.187620604,-1.421307983
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.014807928,-0.183250444,-1.490164472
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.252706977,-0.297723334,-7.150185794
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.13619715,-0.267301957,-7.382742736
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.157940465,-0.233141179,-7.258553771
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.192138458,-0.169654982,-7.006518773
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.196871954,-0.313913099,-7.293834651
0.300876323,-0.233395454,-6.942944365
0.300876323,-0.233395454,-6.942944365
0.300876323,-0.233395454,-6.942944365
0.300876323,-0.233395454,-6.942944365
0.300876323,-0.233395454,-6.942944365
0.300876323,-0.233395454,-6.942944365
0.300876323,-0.233395454,-6.942944365
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
-0.136243557,-0.044019238,-2.829087211
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.162935557,-0.01876178,-6.397828865
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.163220452,-0.204594927,-7.180599668
0.135725518,-0.24572054,-1.066145138
0.135725518,-0.24572054,-1.066145138
0.135725518,-0.24572054,-1.066145138
0.135725518,-0.24572054,-1.066145138
0.135725518,-0.24572054,-1.066145138
0.135725518,-0.24572054,-1.066145138
