ax-0,ay-0,ax-1,ay-1,ax-2,ay-2
-0.0020569533679890006,0.00993503697507473,-0.006646056773588344,-0.007588843504595377,0.009935563755759935,-0.004600501076729158
-0.0022007544777010355,0.010502228266470666,-0.007918060312267803,-0.0070105061763279,0.010013757239703887,-0.004097981708028886
-0.00407548280530983,0.010960326240973017,-0.007978130472659217,-0.009461060251013795,0.012024001583367477,-0.0029220826326749527
-0.009090588053179591,0.012768796728498191,-0.006053856834446247,-0.014816828610728557,0.01589431649241162,0.0024664410363075657
-1.523593751162622e-08,4.353124644494952e-05,-0.0003777705135099563,-0.0005824128827894293,0.0006836582818019188,-0.0003890788040708526
-0.00013896808885120274,-6.59999366400218e-05,0.0008260032769559346,-0.0011273478949925932,0.0008045518550856309,-0.00028955615436538414
0.00017845513584120138,-6.460700330583885e-05,0.00026730647771446215,-0.0002584002227289701,0.0003645228188088006,-0.0004081310643611058
-6.584424930289323e-05,3.777626283961124e-05,0.0002996750185436425,-0.00028339764450800936,0.00028571625827171417,-1.023894788691091e-05
-0.001465253601513894,-0.00515667519578903,0.004178728225778805,0.0029011618668181582,-0.004236386742757087,0.0015430089101153843
-0.0008665142279941208,-0.006918831492322148,0.006208245889560087,0.002068018690558492,-0.004691431327599749,0.003971388752429157
-0.0024165414067717217,-0.009018227562756085,0.008892399031678164,0.0026837547131306322,-0.006321039887696921,0.0065215160832489604
-0.005529810718090345,-0.010298634321082625,0.011579933246678404,0.0004750959609421898,-0.006616777332056403,0.009819329869715334
0.0004926410352643074,0.009821559181447885,-0.00941053456560495,-0.005038419468861299,0.00978582000504477,-0.004567133750951746
-0.0026530799885040837,0.00976002728476462,-0.008663472920375503,-0.006257120360965275,0.01040740005522977,-0.0037713878981407126
-0.004044587423729373,0.011768560523094525,-0.00801322981296446,-0.009404986420972246,0.01211677121463724,-0.0019022257620559297
-0.010117668812165283,0.013056696446064902,-0.006025646789825791,-0.015046966551820327,0.015926919592171542,0.0025870257752267835
0.002499410632163246,-0.00027412415523886445,0.0002683122108798619,0.0001540170403435681,5.439879092322686e-06,-3.140353005415264e-06
-2.667777110332281e-08,-3.8111098661333594e-05,0.00016046886997121855,0.00041093099927465754,4.058693791238651e-05,0.0001369652892521975
0.0003569014291168341,-9.285672438134864e-05,0.0004509395802311324,-5.333538851840355e-05,9.107718415160957e-05,5.060761393282931e-05
0.0005892714397066389,-0.00027646089842611326,0.00018532023741164933,0.00025528565590699815,-9.036149537686605e-06,-0.00014653212530784345
-0.00015765613826240754,-0.004414192072501713,0.005888760061297654,0.00025633665115543103,-0.004748953790302546,0.0018925783915324512
0.00017720928403698445,-0.00668128165243113,0.006668384143585566,0.002069368131225725,-0.005381793233471482,0.0038577194788582928
-0.0018304761753553825,-0.008977643394935286,0.009125488901090825,0.0024521947010667866,-0.006663518824812483,0.006578738002871255
-0.005237308649697947,-0.010523050318139458,0.01170064026327684,0.0001525441770268786,-0.00679072521354924,0.010221823988439566
-0.0032698379928766674,0.009655638500216435,-0.007764768999257016,-0.008113127745242033,0.009279878079113818,-0.005722888871170784
-0.0018374215348331774,0.010396399430575257,-0.007624734030044366,-0.007552745775916507,0.01001062124014817,-0.003459590474307205
-0.004202157371291371,0.011604743777278072,-0.007953554202320967,-0.009993360738981152,0.012113435665520937,-0.0019460974345293844
-0.010337986772922029,0.012604415321581951,-0.0056871655674024585,-0.015664374235149593,0.016261026172712488,0.002506464266810741
-0.001251082370298806,-0.0003669041213359054,-0.00027525277199527687,0.00020175200786398673,-0.0006458360154171228,-0.001431120466535707
0.00013868432247043927,-0.00010766640754908357,1.9658588305055462e-05,0.00017150541280054455,6.832119621744435e-05,-0.0006776367074443376
-8.944478905156419e-05,-7.574977729517999e-05,-9.4084224368637e-05,4.8673137560089384e-05,0.00015117094109542588,-0.0004950177311748215
-0.00013195086174285016,9.917670179119372e-05,-3.5352263377661975e-05,0.00028292673930721107,0.0001701933501425434,-0.0002469270310007391
0.00011448089969057218,-0.004921191748412252,0.0024566756029430203,0.0034469811196480293,-0.004393483888393002,0.0020264706350400785
0.00024487165654125183,-0.006935121452599584,0.005506814348445959,0.0034255349273321694,-0.005099403580171518,0.004350986698184765
-0.002023396710204176,-0.008884098450569611,0.008606741039510672,0.0025108883920912533,-0.006415377488635283,0.006840159180356417
-0.005082188686341226,-0.010472470241958215,0.011576408700016761,0.0009213328896721867,-0.006225007304199696,0.010231581191768488
