64.93560993,73.13667191,137.2050051,2.179619244,0,-1.480861347,-9.590614586,-8.49106383,-9.873540217,57.78712772,126.3408179,94.12794562,-114.1077583,-116.1439697,-115.2101536,0
83.40622553,82.50436896,165.2492322,5.968800692,0,-6.215436821,-7.865620848,-9.711864407,-7.880410904,59.48059932,142.1030603,100.5836596,-26.19710429,-26.72611771,-23.38220504,1
47.25034193,52.87446495,99.72283194,2.235772576,0,-1.518747458,-9.753912811,-8.745283019,-9.853341599,41.49156736,91.34638479,67.83795216,-78.49574022,-79.02147122,-78.42218,0
72.20997684,77.23608961,149.3125391,3.813409117,0,-2.600420531,-8.968104228,-9.9,-9.711438114,52.9883748,127.6144274,91.60280217,-42.46791959,-44.34354228,-42.1530349,0
69.65628243,69.70809209,139.2553402,4.916947097,0,-4.928823781,-8.817414386,-10.03902439,-8.753504641,45.19984971,114.8274073,80.02725699,-19.57360879,-19.60982431,-18.49782335,1
94.29152305,79.36287483,173.5608975,-2.414750059,1.57229601,3.178216386,-9.653388429,-10.05208488,-9.463709559,31.93593153,118.7147827,71.58464176,-62.38609142,-61.98523278,-60.98245062,2
52.10493715,52.18025109,104.0395069,4.747936112,0,-4.813859323,-8.813788525,-10.359375,-8.736498804,34.00219811,86.02138775,60.02358586,-15.95527319,-15.79917556,-14.34538624,1
111.8691833,98.63863279,210.1830442,-4.017383782,-1.300360787,-0.356427838,-8.923253086,-10.3315414,-10.13807879,27.21879728,132.2022307,76.53167244,-66.84033145,-71.07204425,-66.20625806,2
72.2705755,71.21322774,143.4668698,4.213184735,4.164709258,4.121591691,-9.11640899,-9.09363808,-8.855344898,64.77987135,136.5096956,100.3762676,-62.17273414,-61.58028617,-61.40830206,2
65.61433687,73.24318751,138.6670379,-4.098883744,-3.65587936,-2.283287554,-9.101702629,-9.157710346,-9.194911836,-3.280762082,65.93998426,33.13458979,-80.58803049,-84.02172722,-83.98765684,3
89.83486423,104.9502023,194.7500958,-4.566737584,-3.917071071,-1.662873287,-8.720309242,-9.006000862,-9.448068049,2.445828788,99.66901262,54.78692785,-83.20991283,-88.13586557,-86.745877,3
70.79686404,100.8341471,171.3756805,-3.190101639,-1.967810739,2.322768754,-9.527274894,-9.752519318,-7.600873829,8.072754059,93.67145271,58.29024321,-82.04680985,-80.11646971,-79.6629029,3
40.95904839,44.39996859,85.32798681,1.532097419,0,-1.065609625,-10.26998094,-9.930985915,-9.828408742,31.56683451,74.18557382,53.75240833,-72.22193375,-70.66428139,-71.5438912,0
