4.091698142,4.75E-08,-0.11303873,3.384329412,-1.679040493,-0.330497015,4.027036467,0.641115806,-0.095794045,5.903400184,13.53196695,8.214576391,10.89479191,2.54193897,-2.161151383,10.80220339,-1.555470769,-2.415807121,11.41581923,-4.09740973,-2.871488344,0
3.637853351,-3.76E-09,-0.167031459,3.584113811,-0.681851828,-0.1791843,3.584272836,0.681883304,-0.179152362,8.899157912,17.79601457,8.898741383,5.846591145,4.449099986,-3.171654242,5.80571419,0.000193109,-3.195711052,5.847607059,-4.448906881,-3.171660346,1
3.707440615,2.05462147,-0.069774903,2.686183041,3.291080232,-0.076873742,4.04957196,1.202270281,-0.074780153,14.93779006,27.93900288,13.09382889,11.34026652,14.47786203,-3.136442915,11.9457188,7.967553146,-3.130998957,13.75126563,0.77597827,-3.121865126,2
3.526409361,-2.103122337,-0.092209553,3.99159915,-0.875504311,-0.091671284,2.389203044,-3.340935687,-0.096703097,13.55986036,27.473324,13.99264299,10.64883325,0.779005706,-3.129411969,9.043339575,-5.974956983,-3.137778413,8.386013924,-12.71309338,-3.141411312,3
3.740070904,-2.18E-08,-0.158494619,2.699895055,-2.457187004,-0.252035829,3.580229591,1.090685483,-0.149412021,6.423793104,13.6609699,8.035964858,5.929976179,2.699823667,-3.20929951,5.783772138,-1.312563631,-3.190764254,6.641000115,-4.012387328,-3.163205743,0
4.051636882,-1.79E-09,-0.102253658,4.009860538,0.629292907,-0.105797403,4.010385911,-0.629384061,-0.106424212,11.71155112,23.42173927,11.71181192,10.94213731,5.855365632,-3.152190039,10.88606707,-0.000138078,-3.165638181,10.94301444,-5.855503748,-3.152209101,1
4.037866897,-0.861282207,-0.091932409,4.040464741,0.867672921,-0.098159808,3.846664146,-1.518117973,-0.08507246,15.22577312,27.21649301,12.00146663,12.19144794,5.01054908,-3.168198543,11.90361721,-0.980713148,-3.15804572,11.89746741,-8.593552247,-3.133550104,2
3.708887021,1.902114768,-0.09020777,3.436562615,2.367744421,-0.077558559,3.175842364,2.21E-08,-0.103750317,11.50049873,27.47866493,16.00218243,11.17360541,11.67767519,-3.139876478,11.55703247,3.703025898,-3.211797626,11.97997784,-2.025350617,-3.232009694,3
4.058175319,7.77E-08,-0.105615735,3.340687691,-1.633009575,-0.164932363,4.00302423,0.669222006,-0.101865997,5.962144888,13.55406175,8.178297881,10.35744256,2.582295146,-3.1908326,10.28049068,-1.505489259,-3.180529729,10.9749858,-4.087784299,-3.153363278,0
3.509274067,6.19E-08,-0.192423839,3.310614929,-1.200463614,-0.203964549,3.310615068,1.200463604,-0.203964541,8.309669648,16.59920256,8.309669669,4.844736165,4.149800677,-3.18648341,4.705691599,3.21E-08,-3.211528831,4.844736166,-4.149800601,-3.18648337,1
