ax-0,ay-0,ax-1,ay-1,ax-2,ay-2
-0.001834749,0.010389622,-0.007789079,-0.008191308,0.009577242,-0.004058448
-0.003918605,0.011399058,-0.007740713,-0.010061623,0.011675995,-0.002028397
-0.009980913,0.012445401,-0.00557539,-0.015490607,0.01602368,0.001975723
-0.001252619,-0.000569242,-0.00143612,0.001332886,0.000381896,0.00194844
-0.000558608,-0.000409735,-2.37E-05,-1.37E-05,-0.000233604,0.000459463
-0.000540383,-0.000404214,-3.67E-05,0.000697334,4.90E-05,0.000384839
0.000126013,-0.000386473,-6.39E-05,0.000417878,0.000101083,0.000321712
-0.003438809,-0.012317449,0.011271087,0.007376464,-0.010915816,0.006355723
-0.006967233,-0.018344473,0.018980404,0.003289053,-0.012296809,0.015338199
-0.020190778,-0.017917019,0.02489973,-0.008386152,-0.004975201,0.026555049
-0.018387775,-0.012512743,0.017086753,-0.003326791,-0.00550885,0.016517372
-0.001238759,0.010827744,-0.008857178,-0.006180584,0.009293356,-0.004064551
-0.003469166,0.010765527,-0.008654892,-0.00708741,0.010823413,-0.003015848
-0.004506035,0.012026999,-0.007996915,-0.00963737,0.01215691,-0.001959689
-0.010839385,0.012687246,-0.00578227,-0.01541471,0.016122876,0.002669332
-0.00062618,-0.000386966,0.001185565,-0.001481337,-0.000280506,-0.000559725
-0.000556737,0.00025683,0.000615571,-0.001087978,-0.000410476,-8.17E-05
-3.41E-07,-0.000111651,3.66E-06,-0.000101056,-0.000344484,9.98E-05
-0.000460526,-1.30E-06,3.43E-05,-0.000208317,-0.000466341,-0.000105178
-0.000214207,-0.01361828,0.012852125,0.006893475,-0.010778086,0.007009305
-0.006832922,-0.018719039,0.020648537,0.002517922,-0.012810112,0.015213574
-0.020333953,-0.017876988,0.026079266,-0.010324373,-0.005430612,0.026856045
-0.011686852,-0.012802827,0.018063548,-0.004446419,-0.001874476,0.021363357
-0.001375809,0.009731143,-0.007866632,-0.006966155,0.009150323,-0.005983466
-0.003044482,0.009720053,-0.00731247,-0.008023125,0.01009039,-0.003558513
-0.004781549,0.010967584,-0.007713253,-0.009715824,0.01183615,-0.002342339
-0.00983663,0.012641446,-0.006132657,-0.014968828,0.015591662,0.002075628
0.000936229,0.000403591,4.09E-05,-0.000337363,-0.000483083,-0.00152422
0.000136433,0.000372156,0.000157593,-0.00039021,-0.00044468,-0.001345338
-1.60E-06,0.000239868,0.000518144,-0.00062933,-6.66E-05,-0.0005784
-0.000463118,0.000257844,5.41E-05,-0.000196799,0.000136214,-0.000303322
-0.001007695,-0.012745837,0.013043966,0.006333182,-0.010773591,0.006647672
-0.006395932,-0.018274533,0.020652649,0.002679388,-0.012889999,0.014912491
-0.019667063,-0.017925761,0.025937554,-0.010195311,-0.004949788,0.026022846
-0.011648572,-0.013151716,0.017583686,-0.004079,-0.005843496,0.016243642
0.000463738,0.009882535,-0.009746158,-0.004911342,0.010528626,-0.002534051
-0.000700458,0.010356807,-0.00893122,-0.006835121,0.010159405,-0.002388275
-0.003806816,0.011181618,-0.007771191,-0.00952433,0.012480399,-0.002216015
-0.009599077,0.012942244,-0.005835334,-0.014759143,0.016191958,0.002980962
-0.002188015,-0.000251124,0.000185967,-0.002429001,0.00104286,0.001202977
-0.000421628,-0.000524969,-0.000118996,-0.000391298,-5.77E-05,-0.000447225
-0.000632107,-0.000498682,0.000196361,-0.000505445,-0.000179298,1.19E-06
-7.91E-05,-0.000593842,0.000360233,-0.000324791,6.04E-05,4.11E-05
-0.003437873,-0.013712497,0.012472972,0.006156914,-0.008612987,0.009249513
-0.007905491,-0.019465177,0.020322003,0.002330477,-0.01183913,0.015595992
-0.021567062,-0.017303841,0.026091583,-0.009807772,-0.005086226,0.026902163
-0.012326415,-0.012797531,0.017326355,-0.004285638,-0.005250492,0.01644047
-0.001565618,0.010802427,-0.00767319,-0.006807711,0.009931375,-0.003298283
-0.002820243,0.010573996,-0.007913195,-0.007665065,0.010252301,-0.003913369
-0.00427646,0.011522032,-0.007926098,-0.009779991,0.012116222,-0.002127
-0.009866768,0.012636784,-0.005790546,-0.015227422,0.016352656,0.002411767
0.000624215,-0.000314061,0.001544268,-0.002356251,-0.000509099,-0.000427287
-0.00041693,-0.000119777,0.00051354,-0.000506147,2.48E-06,0.00015907
0.000446341,-5.65E-05,-8.75E-05,-0.000154379,0.000172089,0.000107139
0.000131468,-5.42E-05,7.19E-05,-0.00041521,0.000240619,9.02E-05
-0.001483245,-0.013501059,0.01074246,0.005898465,-0.011972564,0.006026489
-0.007173735,-0.019190927,0.019472771,0.003969348,-0.012627219,0.015221389
-0.020934966,-0.017392565,0.025597935,-0.008610324,-0.005070407,0.026343895
-0.012023577,-0.012982417,0.017184396,-0.003048309,-0.005651627,0.016318007
-0.00319106,0.009174821,-0.010037986,-0.003546734,0.008675645,-0.005826748
-0.002127724,0.010018994,-0.008894577,-0.006380263,0.010606992,-0.002967405
-0.004149159,0.011146592,-0.007698009,-0.009241808,0.01263327,-0.001912601
-0.009988,0.012497575,-0.006102402,-0.014717511,0.016665639,0.002541636
-0.001562503,1.86E-05,-0.000618428,0.000725212,-0.000426097,-0.000475522
-1.83E-07,0.0001015,0.000221829,-0.000674246,2.98E-05,-0.000337195
8.91E-05,9.11E-05,-0.000296709,0.000136869,-0.00047371,-0.000343289
-3.86E-07,0.000101499,-8.36E-05,-0.000125011,-0.000263058,2.24E-06
6.66E-05,-0.013763054,0.01375145,0.004287286,-0.011207696,0.007806939
-0.007758646,-0.0190563,0.020758509,0.002057652,-0.013125698,0.016075638
-0.021077657,-0.017110268,0.026365459,-0.009897397,-0.004576261,0.027634039
-0.012205939,-0.013189375,0.017634919,-0.003725692,-0.005438774,0.017338116
-0.000634001,0.010835903,-0.008800405,-0.005355975,0.009048893,-0.006284146
-0.001935757,0.010533467,-0.00895644,-0.006215035,0.010031234,-0.004541967
-0.004126988,0.011385228,-0.008387576,-0.008985866,0.012311215,-0.002001404
-0.009793667,0.012601794,-0.006160465,-0.015155699,0.016114773,0.00226276
0.002187212,-0.000192187,-0.001110867,0.000799093,0.000626767,0.001442654
0.000833306,-3.97E-05,-0.000426929,0.000555212,-0.000324321,0.000676378
-9.63E-08,-5.83E-05,-0.000383552,8.51E-05,-0.000399934,0.000237833
0.000196302,0.000167936,-0.0003957,-8.31E-05,-7.15E-05,0.000347631
-0.000767893,-0.013253442,0.010674872,0.00718156,-0.011733292,0.008280229
-0.007915976,-0.018108128,0.01960376,0.003016865,-0.012498226,0.016753527
-0.020230513,-0.0175418,0.025314523,-0.008937893,-0.004022257,0.02800895
-0.011039335,-0.013097595,0.016924786,-0.00333015,-0.005192527,0.017964285
-0.002111039,0.010260314,-0.008964067,-0.005851501,0.009901276,-0.003300755
-0.002384812,0.010584543,-0.008460681,-0.007485087,0.010666127,-0.003298928
-0.004124234,0.011446451,-0.007600261,-0.010274432,0.012560208,-0.00183706
-0.009746645,0.012758371,-0.006060188,-0.015299788,0.016297749,0.002901711
0.000936566,0.000345936,4.01E-05,-0.001061699,-0.000414976,-0.001203258
-0.000142114,0.000424317,-0.000855735,0.000462925,-0.000150632,0.000410081
-0.00027016,0.00028605,-0.000380497,0.00029476,-0.000523368,-0.000105137
6.58E-05,2.67E-06,-4.03E-05,-9.95E-05,-0.000148221,1.04E-05
0.000447063,-0.01335058,0.012464419,0.005459754,-0.01221693,0.005414517
-0.006714407,-0.018112425,0.020277471,0.003573519,-0.01227236,0.015143332
-0.019219103,-0.017594788,0.026072507,-0.009191565,-0.004938949,0.026622364
-0.017530466,-0.0123845,0.016917007,-0.003539769,-0.00581546,0.016457359
0.002268375,0.010441328,-0.00905152,-0.005570778,0.010193198,-0.003732815
-0.001034408,0.010419583,-0.00855259,-0.006390738,0.010605624,-0.003129387
-0.003325877,0.01154892,-0.007715662,-0.009028316,0.012182005,-0.001773717
-0.009499591,0.012933617,-0.006230197,-0.014503648,0.015904876,0.002630299
0.000310501,-0.000506088,-0.001168557,0.002572248,-0.000534005,-5.07E-05
-0.001117056,-0.000568903,-0.000647078,0.001069772,-0.000420386,-0.001039796
-0.000541921,-0.000468427,-0.000331248,0.00032374,-8.06E-06,-9.84E-05
-7.28E-05,-0.0004313,-2.22E-06,-1.28E-06,-4.27E-05,-0.000354318
-0.000704553,-0.012855248,0.011674414,0.005578347,-0.009894979,0.00712095
-0.007035544,-0.018630811,0.02012808,0.002413451,-0.012263376,0.014359243
-0.02076194,-0.018057026,0.026265051,-0.009988131,-0.005195489,0.0260005
-0.011748702,-0.012824567,0.017749216,-0.004215478,-0.005416724,0.016070502
0.000115074,0.010054793,-0.008106979,-0.007980197,0.01029243,-0.003103467
-0.001797963,0.009703452,-0.007402588,-0.008370445,0.01018213,-0.003213464
-0.003411833,0.011086428,-0.007863178,-0.009869886,0.012000651,-0.001715143
-0.009405942,0.012432106,-0.005654728,-0.015456339,0.016509813,0.002312546
0.000311407,-0.000370592,0.00085341,-0.000591658,-0.000512019,-0.000425594
0.000693915,-0.000173679,-0.000269887,0.000164459,0.000520389,0.000982589
-8.94E-05,-5.33E-05,0.000142925,-0.000123804,-0.000299688,0.000176882
0.000263158,1.34E-06,0.000192269,-0.000268875,-0.000275634,0.000163579
0.000292409,-0.012599041,0.011948776,0.006272753,-0.012414369,0.006855515
-0.006476077,-0.017676135,0.019452812,0.003012905,-0.012677415,0.016354587
-0.019546651,-0.018019,0.025658318,-0.008382779,-0.004590884,0.027716694
-0.011219062,-0.012975767,0.016711189,-0.003253306,-0.005346629,0.017706392
-0.000267018,0.010495189,-0.009771336,-0.005334195,0.009103317,-0.004972122
-0.002157132,0.010286341,-0.00789711,-0.007292012,0.01057366,-0.003908063
-0.004071592,0.011114044,-0.00821284,-0.008851268,0.012189777,-0.002389586
-0.009685884,0.012811813,-0.00620848,-0.014829186,0.015866119,0.002096772
-0.001566006,-0.000655362,0.000886858,-0.001292333,0.000556259,0.000761469
-0.000417856,-0.000255746,-0.000226229,0.000670867,0.000715372,0.000711069
-0.000446434,-1.40E-05,0.000164411,-0.000111519,0.000387639,0.000292846
0.000197368,-4.03E-06,-8.89E-05,2.44E-05,0.00020022,0.000112899
-0.002585835,-0.012722236,0.012173886,0.006047057,-0.011305148,0.005856893
-0.007698244,-0.018586089,0.020617855,0.003323434,-0.012118579,0.014685116
-0.020535357,-0.017745463,0.02597601,-0.00957646,-0.005222343,0.025986212
-0.011309053,-0.012827978,0.017371953,-0.003754596,-0.005645212,0.015830295
-0.000462343,0.009860201,-0.009039558,-0.004339508,0.008646013,-0.007457566
-0.002309437,0.010025957,-0.008820535,-0.006266207,0.010184522,-0.003699518
-0.004275471,0.010781367,-0.008528583,-0.009116298,0.011848418,-0.00277228
-0.009315061,0.012908043,-0.0063533,-0.014975837,0.016030872,0.001937681
-6.83E-06,-0.000935279,-0.000496257,7.29E-05,-0.000816218,-0.003130554
-0.000281432,-0.000453911,-0.000135549,-0.000239799,0.000208515,-0.000755376
-8.97E-05,-0.000116571,-0.000130758,0.000233801,0.000128694,-0.000176087
-0.000460933,-0.000102907,0.000229152,-0.000399469,-0.000129164,-0.000607547
-0.000165642,-0.013326872,0.01216819,0.006067902,-0.012751884,0.006765354
-0.006837186,-0.018617986,0.019980086,0.00301474,-0.01333182,0.015894695
-0.020164747,-0.018055889,0.026092979,-0.008989735,-0.004453161,0.027281715
-0.01754925,-0.012029786,0.019355465,-0.009210838,-0.005414174,0.017167686
-0.001309872,0.011148993,-0.007662537,-0.008020937,0.009133112,-0.004645113
-0.002737505,0.010374329,-0.008279228,-0.007705987,0.009855469,-0.004648304
-0.004559085,0.011163801,-0.007946736,-0.009904434,0.012043981,-0.002849289
-0.009878087,0.012776082,-0.006050549,-0.015333103,0.016190699,0.002129603
-0.000937588,0.000103594,0.000652067,-0.001066914,-0.00212282,-0.000922357
0.000552806,-0.000392765,0.000633956,-0.000597551,-0.000830453,9.12E-06
-0.00018019,-0.000237993,0.000323031,-0.00043222,-0.000414485,0.000667617
0.000261371,-0.000217938,8.38E-05,-0.00048468,-0.000598924,-2.30E-05
-0.003364592,-0.01342595,0.012196901,0.004741868,-0.011800638,0.005461205
-0.00780473,-0.019215731,0.019824571,0.002937736,-0.012631323,0.014468017
-0.021774997,-0.017552552,0.025420957,-0.009612286,-0.005311075,0.025573513
-0.012482795,-0.012935398,0.017684835,-0.003859561,-0.002132817,0.021229289
-0.000911858,0.010583524,-0.007684737,-0.008039546,0.010542595,-0.003189847
-0.001608453,0.010061447,-0.008103508,-0.007246753,0.010232217,-0.00335019
-0.003959177,0.010864079,-0.007453027,-0.009585928,0.012385713,-0.001713018
-0.009555072,0.012964379,-0.005693451,-0.014897607,0.015950298,0.002655733
-0.000317251,-0.000772574,-1.99E-05,0.001427397,-0.001049789,-0.001919788
0.000134621,-0.000490559,-0.000114766,-6.66E-05,-0.000179804,-0.001016272
-0.000361041,-0.000371223,-0.000441829,0.000465881,-0.000115457,-0.000242621
-0.00039704,-0.000243696,-0.000451213,0.000498305,-7.21E-05,-3.42E-05
-0.003419153,-0.013631185,0.012321444,0.007042465,-0.009875048,0.007922572
-0.007444925,-0.019183899,0.020843794,0.003963124,-0.013003384,0.015030455
-0.020772027,-0.017903397,0.025437975,-0.010191127,-0.005355708,0.026415548
-0.018082789,-0.012015171,0.017658051,-0.004663645,-0.005657285,0.015953291
-0.001001379,0.011058574,-0.008104358,-0.006352883,0.010228167,-0.003074958
-0.001299392,0.01111596,-0.007141975,-0.008029848,0.010445583,-0.00267802
-0.00413579,0.011191668,-0.007654777,-0.009816708,0.01198631,-0.002421273
-0.009558408,0.01305069,-0.006010156,-0.015643447,0.016350114,0.0021214
0.000936911,-0.000274124,-0.001586905,0.001606741,0.001488647,0.002749037
0.000555555,-5.69E-06,-0.000369265,-5.54E-05,0.000217536,-0.000124321
0.000266946,0.00018214,-0.000773461,0.000370788,0.000336163,0.000116944
6.44E-05,0.000191362,-0.00063543,0.000155242,0.000454896,0.000347266
-0.001161509,-0.013493643,0.013106092,0.005355206,-0.012645835,0.006644026
-0.007717087,-0.018347445,0.020568801,0.00262011,-0.013618052,0.015605087
-0.020388109,-0.017212416,0.025986371,-0.009887486,-0.004714103,0.027317031
