kp = 0.05
drone0
x: ,0.0,15.370000000000001,31.509161957611482,48.000742904860005,64.58231967409553,80.39977968888104,96.18867987487423,110.66809057411365,126.73912052275908,142.12714010555706,156.5130132748879,171.30788201633368,185.77204902997147,198.85420978228186,211.55047602912344,223.1527951323641,233.80899854008916,244.4193647631615,253.3859507896434,258.95475651664725,264.29619286831974
y: ,0.0,-0.9299999999999999,-0.9482499963377873,0.06177375553992055,3.0045704056607274,6.63693244217989,9.743922318105763,14.114737737434046,17.512145308605493,22.436222841378182,28.259118850058535,35.55173218421021,42.07483608850622,49.65262505736257,58.567658900007444,69.31321951143192,79.82037156461334,91.95819953841466,105.75147628581354,119.5218519764722,133.91884671345863
drone1
x: ,400.0,391.47,382.7025800739631,373.0839733021278,363.20321204906804,353.2417847392962,342.6834834144717,330.6992669458041,318.76044839775545,306.96380318067236,294.7510484715112,282.31565760704956,269.03561317572326,256.0060532094661,240.81699975598255,226.43773031119824,210.8669188839295,195.4122005329802,179.7142408506801,164.78446401240353,149.35829025493192
y: ,0.0,13.82353458976204,26.40502425978274,38.73027235978908,50.53793672163707,63.22977104237464,75.90616307202419,86.74562012742842,97.11916371241091,106.3518202132695,115.58106061013798,125.73339420148186,133.95113243528152,141.2468712464123,148.3928256133599,154.22816531799774,157.9481104313994,160.6437663159269,162.10591714006736,160.03196528843654,156.05308691319843
drone2
x: ,200.0,192.72,185.64134060803212,178.36100359809075,172.44919846981549,166.7191733672354,161.033661635703,156.88243891736096,152.47912627835314,148.75231088186771,146.98333190697696,145.5475596332819,144.79951790904715,145.40430063921573,147.09598076376707,150.57084544610083,154.7338968086261,161.61693658749223,170.02847102052726,179.22103970146802,190.89557330674123
y: ,340.0,327.04072166866,313.0399054675322,298.370037630159,282.763359907493,268.00795360191046,251.8099858255951,236.11754243991405,220.2134554700526,203.5820795107314,187.6282747329043,172.83643130983012,157.69200496891423,142.30296942599188,126.61159136000748,110.76633278456501,94.75995014510238,80.68168579367352,66.82518432687114,53.764308193536834,42.56910053303019

kp = 0.0
drone0
x: ,0.0,15.200000000000003,31.429942846434727,48.07956552948866,64.24893672074658,80.60832339990456,97.48674758564313,112.83528231789708,129.63282013073513,145.96957223900034,162.25466736477583,177.85883560503862,194.5229928943283,211.2546678964119,228.39677609892811,244.2256513083277,260.09194724960673,275.4076918470222,291.28357142377166,306.37620208732596,322.3302690882493
y: ,0.0,-0.89,-0.5923359485617787,-1.413311093308716,-0.9062212487983116,-1.5656114497191973,-2.2707240958712656,-2.217797502126351,-2.5391831392212847,-3.0739614863210143,-2.551097102035296,-3.8662770037343392,-4.214287833745971,-5.372934753208609,-6.770404938936967,-6.47844298516997,-6.847196944593106,-7.809174307748172,-8.779578964012135,-9.554909140788,-10.399789067252502
drone1
x: ,400.0,391.77,382.921571958084,375.1829507103246,366.86177995769765,358.7054632685593,350.25329394277577,342.66656323131707,333.9084118854482,326.50064017311024,318.99909495035786,310.2644192561323,301.77351373266663,294.70571509597244,287.3540193579727,279.77817372776815,272.83398686684217,264.85315240740533,256.48250402060364,249.5782256091078,241.80211943783837
y: ,0.0,13.894970525156532,26.89099262136446,39.72891298067577,53.227665094879626,67.91777645891555,81.53512061931713,95.14992328556121,108.60311035540246,121.92884359239424,136.11790971083028,150.36612320925104,163.32212452609903,176.48008866325222,191.04207899975788,204.7161630377994,219.14174816833648,232.60132571750813,247.50200332239157,262.343265549879,276.3784039559871
drone2
x: ,200.0,192.08,183.40181318278587,174.8743263708744,167.80732661681043,159.9273266168104,150.89149841141415,143.33184937530248,134.8397410124384,127.32945412479582,119.55729412391607,110.90150103817066,102.19023207807203,93.49780165931296,85.3986754123425,77.04970765790847,69.57541693712895,62.2760248086346,54.10430022325203,46.9267571871488,38.93641982929579
y: ,340.0,325.34431150714624,311.64456571602364,297.55733916634705,284.0098013162736,270.48626672651153,255.93606701225528,243.1445179613973,229.4370240681792,214.82600257570246,201.01241384588658,187.65140432659618,174.20782362700038,160.5176987467645,147.09273935467132,132.5492513389819,118.28449490770747,104.23008202167662,90.5020687156044,76.42491596394515,62.622144024384156

kp = -0.02
drone0
