ax-0,ay-0,omega-0,ax-1,ay-1,omega-1
-0.007773387,0.011925697,-0.006516429,-0.01255904,0.014913651,0.001052623
0.000263623,0.006778269,-0.005915788,-0.003499004,0.004564914,-0.005134329
-0.001957306,0.007237977,-0.006006717,-0.003713588,0.00654895,-0.003428353
-0.002710851,0.008263264,-0.006281279,-0.006020696,0.00815231,-0.002681127
-0.004788108,0.010299992,-0.006249075,-0.008914492,0.011170519,-0.001439893
-0.003373617,0.010308001,-0.009220931,-0.006071268,0.010142519,-0.004353372
-0.002020757,0.010508383,-0.007633691,-0.007791889,0.01007147,-0.004407114
-0.004697459,0.011115098,-0.007977278,-0.009519205,0.011817326,-0.00254785
-0.009957639,0.012693895,-0.006143216,-0.015306172,0.016395705,0.002081994
-3.45E-05,0.009123635,-0.007896785,-0.003423437,0.008171486,-0.003273097
-0.002393179,0.009058615,-0.007511284,-0.005724318,0.008618022,-0.003475871
-0.003547014,0.010409304,-0.007101327,-0.007875051,0.010349952,-0.002108339
-0.007885619,0.011737942,-0.006691433,-0.011991478,0.013784604,0.000597723
-0.0031111,0.00602517,-0.006747444,-0.002554337,0.004521992,-0.004087749
-0.000827164,0.007353782,-0.005576922,-0.004448188,0.005908116,-0.00296864
-0.002400917,0.008295476,-0.006754669,-0.005726288,0.008014483,-0.003043985
-0.004916596,0.009953765,-0.006493478,-0.009291747,0.011249152,-0.001012572
-0.003454685,0.01077207,-0.009182755,-0.006501001,0.009237984,-0.006030504
-0.00208891,0.010677455,-0.008336046,-0.007023297,0.010533187,-0.003786588
-0.004318452,0.011497513,-0.008230008,-0.009414998,0.012200372,-0.002522398
-0.010405476,0.012740075,-0.006395516,-0.015329089,0.016582794,0.002428074
-0.001143207,0.008051783,-0.006908242,-0.006610589,0.006825562,-0.005428888
-0.002426056,0.008777218,-0.00745174,-0.006261492,0.008393655,-0.003582291
-0.003637751,0.010131707,-0.007415778,-0.008679289,0.010463449,-0.002652343
-0.007379719,0.012017384,-0.006616912,-0.012720969,0.014185664,0.000269431
0.000647998,0.006038688,-0.005704701,-0.002951297,0.005731894,-0.0046342
-0.000481445,0.007041834,-0.006636156,-0.004131035,0.007240351,-0.002771059
-0.001843826,0.008842252,-0.006733581,-0.006189099,0.008757087,-0.00257016
-0.00510689,0.010040828,-0.006780266,-0.009746277,0.01188554,-0.000860668
0.000683265,0.010525201,-0.007967516,-0.007467276,0.01083706,-0.002314507
-0.001213741,0.010940752,-0.007612383,-0.008224515,0.010536045,-0.002441642
-0.004116014,0.011339705,-0.007929308,-0.009921526,0.012425168,-0.002044673
-0.009652129,0.013057939,-0.005675581,-0.015263614,0.016081661,0.002480486
-0.002137189,0.008434849,-0.007388826,-0.005776895,0.009728829,-0.001229867
-0.001760838,0.0085582,-0.006615503,-0.006516047,0.009096598,-0.002781824
-0.003267269,0.009932824,-0.007495271,-0.00845976,0.010807616,-0.001480439
-0.007546185,0.011920404,-0.006482624,-0.012976806,0.014086695,0.000920709
0.00153785,0.006563819,-0.005204856,-0.003742735,0.006638429,-0.002649599
-0.000391736,0.007247025,-0.005761715,-0.004220744,0.007536722,-0.002288884
-0.002162286,0.008494875,-0.006201725,-0.006129371,0.009061219,-0.001981861
-0.004832322,0.010494715,-0.006354514,-0.009641846,0.012029099,-0.000741986
-0.002113615,0.010354034,-0.009016368,-0.005112298,0.010049798,-0.00468343
-0.002620784,0.010510459,-0.008537355,-0.006530484,0.010749901,-0.003158253
-0.004251805,0.011696552,-0.00761409,-0.009550859,0.012095146,-0.001538517
-0.009918541,0.012478287,-0.006575592,-0.014455362,0.01576871,0.002421243
0.000370479,0.008378643,-0.008371481,-0.003786324,0.009235651,-0.001370254
-0.000914862,0.008917833,-0.007230852,-0.00558816,0.009314242,-0.002821697
-0.002421951,0.010376569,-0.007023278,-0.008053838,0.011150744,-0.001534101
-0.006775365,0.011944787,-0.006763758,-0.011974105,0.014045568,0.001052018
-0.002299926,0.007220699,-0.006719598,-0.002148266,0.006832388,-0.00137359
-0.002083161,0.007190813,-0.005800635,-0.00369983,0.007203523,-0.002502172
-0.002779804,0.008778203,-0.006181098,-0.005671181,0.008920028,-0.00227216
-0.005132097,0.010689923,-0.006680741,-0.008954558,0.011752826,-0.000130546
-0.0015049,0.010476794,-0.010276266,-0.00455279,0.009659085,-0.00285772
-0.001901339,0.010924286,-0.008893439,-0.006822243,0.00985411,-0.003567295
-0.004636367,0.011149295,-0.007963809,-0.009126734,0.011868464,-0.001695972
-0.010261737,0.012653656,-0.006101569,-0.01466132,0.015652035,0.002325288
-0.000254579,0.008400199,-0.00891191,-0.002637343,0.007520006,-0.005700517
-0.001687317,0.009097579,-0.007740961,-0.005807357,0.008463161,-0.004286601
-0.003462768,0.010234617,-0.007760273,-0.007677041,0.010172151,-0.002644978
-0.007039587,0.011905044,-0.006453827,-0.012405882,0.013992664,-1.15E-05
-0.000316125,0.006278192,-0.005434445,-0.005468285,0.006164241,-0.00311601
-0.000818759,0.007249246,-0.006504589,-0.004991993,0.006951759,-0.003122756
-0.001914121,0.008807965,-0.006249411,-0.00657588,0.008688222,-0.002915109
-0.005041826,0.010188932,-0.006798773,-0.009682904,0.011554235,-0.000829414
0.001271232,0.010716309,-0.008586255,-0.00675654,0.009372785,-0.00407207
-0.001056913,0.010475669,-0.008276782,-0.007472267,0.010099678,-0.003290258
-0.003570379,0.011283735,-0.007907849,-0.009528581,0.011751936,-0.002649347
-0.009663022,0.012567902,-0.00604577,-0.015349502,0.015762944,0.002368992
-0.000243622,0.008319016,-0.007287314,-0.00490254,0.007622149,-0.003388208
-0.001742929,0.008833439,-0.006462616,-0.006341803,0.008465386,-0.003305546
-0.002888629,0.010505654,-0.006664999,-0.008362744,0.010329547,-0.002827124
-0.007345173,0.011909601,-0.006381282,-0.012613946,0.013948303,0.000712123
-0.0015533,0.006165228,-0.006209377,-0.004475535,0.005375719,-0.003115764
-0.00153818,0.007341502,-0.006018823,-0.005253033,0.006876831,-0.002698344
-0.003009356,0.008505114,-0.006618277,-0.006583203,0.009081376,-0.002350948
-0.005313783,0.010728281,-0.006383572,-0.00977624,0.01179926,-0.000653627
0.001323458,0.010434498,-0.008936161,-0.005046408,0.008618226,-0.005144889
-0.001534183,0.010199649,-0.007468015,-0.006968556,0.01013242,-0.002925891
-0.003566112,0.011451364,-0.0076342,-0.009343045,0.012217972,-0.001585533
-0.009587905,0.012463511,-0.00617075,-0.014716427,0.016382119,0.002272787
-0.002248903,0.009237381,-0.006221859,-0.006053548,0.007836617,-0.004495755
-0.002043642,0.009415113,-0.006639728,-0.006756569,0.008588475,-0.003918246
-0.0037064,0.01028592,-0.006964976,-0.008371602,0.010695357,-0.002215058
-0.007999062,0.011668698,-0.006121667,-0.012553876,0.014063761,0.000894985
-3.03E-05,0.006536942,-0.005434493,-0.003920824,0.006318331,-0.000799564
-0.000337495,0.00757705,-0.006440323,-0.004151432,0.007075127,-0.001461813
-0.002498716,0.008731341,-0.006868426,-0.005783947,0.008629588,-0.002087472
-0.005101847,0.010204461,-0.006304231,-0.009251196,0.011535714,-0.000574199
-0.004027993,0.010451646,-0.009492829,-0.005496016,0.009302197,-0.004707823
-0.003341338,0.010463653,-0.008541117,-0.007650351,0.010023241,-0.003969957
-0.004483069,0.011166488,-0.007883113,-0.009647848,0.011976102,-0.002498636
-0.010007737,0.012689603,-0.006380303,-0.015071311,0.016142836,0.001886946
0.000862288,0.009376111,-0.007919762,-0.003448577,0.007618783,-0.003058036
-0.000583507,0.009259464,-0.007758302,-0.005182886,0.00885928,-0.002555954
-0.002695849,0.010639843,-0.00790194,-0.007557181,0.010882679,-0.002015662
-0.007508128,0.011757831,-0.006730141,-0.012271284,0.014243887,0.000700264
-0.000400658,0.006976369,-0.006972351,-0.001176655,0.007129302,-0.000817571
-0.000175193,0.007435878,-0.005886292,-0.004188697,0.007426302,-0.002833822
-0.001731171,0.008730763,-0.006660104,-0.005805748,0.009105514,-0.002338953
-0.004651529,0.01013976,-0.006852142,-0.009080034,0.011709794,-0.000234818
-0.001138303,0.010023917,-0.009263939,-0.006139253,0.010032833,-0.002673545
-0.001142685,0.010369226,-0.009014183,-0.006946503,0.010618248,-0.003970517
-0.003378828,0.011536187,-0.007608074,-0.009332269,0.012516081,-0.00234678
-0.009768288,0.012696962,-0.006447592,-0.014503233,0.016043307,0.0024895
0.001924347,0.00856879,-0.008389095,-0.003821223,0.007654869,-0.004432664
-0.001358708,0.008951259,-0.007076539,-0.005893632,0.008891052,-0.003575094
-0.00315379,0.010511613,-0.007357915,-0.007911933,0.010989895,-0.001696827
-0.007642272,0.012107105,-0.006507489,-0.012109252,0.014186449,0.001002243
0.000918064,0.006448979,-0.004284539,-0.005389373,0.006637072,-0.001958468
-0.000560124,0.006753907,-0.005787054,-0.005227937,0.006751193,-0.003071058
-0.001977257,0.008294363,-0.005879775,-0.006608641,0.00842048,-0.002463712
-0.004428187,0.010274349,-0.006470706,-0.009365364,0.011442819,-0.001157757
-0.000673203,0.011167162,-0.010060304,-0.004766856,0.010495144,-0.002516897
-0.00278039,0.010136876,-0.008673094,-0.006723842,0.010644667,-0.003845013
-0.00408007,0.011456682,-0.008307404,-0.009165888,0.012592485,-0.001990183
-0.010170694,0.012427405,-0.006122596,-0.014950987,0.016526653,0.002742019
0.002289932,0.008145817,-0.008033768,-0.004732409,0.00780903,-0.004130879
-0.001321357,0.008356288,-0.007741816,-0.005592011,0.008231493,-0.00437642
-0.002603416,0.009820421,-0.007420289,-0.008010262,0.010349855,-0.002434121
-0.006738933,0.011811936,-0.006524258,-0.01235957,0.013968579,1.69E-05
-0.001519712,0.005756344,-0.006409788,-0.004632711,0.005821548,-0.003995656
-0.001467289,0.007004342,-0.005993121,-0.004841647,0.007148138,-0.002185264
-0.001994611,0.008415849,-0.005977967,-0.006598564,0.008369826,-0.002225994
-0.005069881,0.009989481,-0.006060996,-0.009735254,0.01140698,-0.00040328
-0.000536715,0.010242065,-0.009109864,-0.005189385,0.01030467,-0.005096384
-0.001721315,0.01071446,-0.008729384,-0.006779986,0.010828652,-0.003424364
-0.004383838,0.01137981,-0.007773097,-0.009737064,0.012574251,-0.002039371
-0.009835823,0.012900809,-0.006283041,-0.015498537,0.016515101,0.00278858
-0.001841803,0.008602038,-0.006941762,-0.005052108,0.007586459,-0.005054788
-0.002156425,0.009317678,-0.007845874,-0.005462177,0.008834049,-0.003506771
-0.004003856,0.010088019,-0.007217126,-0.008087556,0.010796792,-0.002673884
-0.007612961,0.011700459,-0.006695925,-0.01246066,0.01409407,0.000866206
-0.001874579,0.006159322,-0.005208904,-0.004897334,0.005888152,-0.003003819
-0.000678647,0.00670652,-0.005147353,-0.005346745,0.007086932,-0.001748099
-0.001698144,0.008405174,-0.006079447,-0.006530033,0.008935589,-0.001814415
-0.004725463,0.010014855,-0.006514905,-0.009596334,0.011810245,-0.000577793
-0.000519328,0.010111713,-0.009323104,-0.006182818,0.009453396,-0.0044495
-0.001299936,0.010388905,-0.008013416,-0.00698799,0.010700493,-0.003957322
-0.003176473,0.011136922,-0.008379033,-0.009303758,0.012547503,-0.001930665
-0.009360171,0.01231338,-0.006268346,-0.014859642,0.016781143,0.002776587
-0.001241957,0.008671596,-0.006878721,-0.005014379,0.006649304,-0.005688238
-0.001868316,0.008747784,-0.007319403,-0.005102079,0.008371755,-0.003704052
-0.003085401,0.010135884,-0.007008407,-0.007544755,0.010518322,-0.002344727
-0.00699685,0.011990421,-0.006619679,-0.01197679,0.013877044,0.000708594
0.002137372,0.006789961,-0.005389694,-0.003111367,0.005042439,-0.003989022
-0.000240161,0.007163005,-0.0067344,-0.004040542,0.006649167,-0.003054006
-0.002104595,0.008320546,-0.006767667,-0.0059195,0.008580783,-0.00222146
-0.004428982,0.010498853,-0.006149392,-0.009221574,0.011283565,-0.000496045
-0.000436715,0.009599688,-0.010042462,-0.005167102,0.009390268,-0.003753943
-0.002130891,0.00984596,-0.007921382,-0.007359468,0.009895604,-0.003703553
-0.003898252,0.010899798,-0.008167474,-0.009370952,0.011690285,-0.002699737
-0.009082,0.012779675,-0.006418839,-0.014930601,0.015687378,0.001782888
-0.00119361,0.008390328,-0.006984808,-0.006280727,0.007608238,-0.003394687
-0.001731871,0.008846731,-0.007938325,-0.005571152,0.008665915,-0.002809386
-0.00318247,0.010045053,-0.007418942,-0.008100855,0.010669257,-0.00268276
-0.007301634,0.011897035,-0.006879288,-0.012624618,0.014559035,0.000882848
-0.000328545,0.006367846,-0.005504731,-0.004734843,0.005794149,-0.002274495
-0.000333491,0.007006783,-0.005573566,-0.005607408,0.006738587,-0.002800117
-0.001747334,0.008454742,-0.006440267,-0.00685907,0.008573915,-0.002064428
-0.004384274,0.010354227,-0.00607661,-0.009850941,0.011299146,-0.001034251
-0.001982651,0.009493619,-0.006991847,-0.007069592,0.009799041,-0.003239704
-0.002083038,0.009850548,-0.007975745,-0.007325459,0.010083636,-0.003168893
-0.003970975,0.011432355,-0.007701871,-0.009810065,0.012055415,-0.001732007
-0.009821605,0.012419667,-0.005835918,-0.014940361,0.016063467,0.002062917
0.001524832,0.009190495,-0.007711407,-0.004456002,0.007587878,-0.004715544
-0.001198297,0.009357387,-0.00674719,-0.006718357,0.008749465,-0.003342238
-0.002830821,0.010550095,-0.00777622,-0.008161197,0.010499405,-0.002688672
-0.007115921,0.011976239,-0.0062729,-0.012851573,0.014157378,0.000228536
-0.000952997,0.006410699,-0.006009738,-0.002402637,0.007427195,-0.000269861
-0.001731342,0.006952311,-0.005879124,-0.004357907,0.007557911,-0.00287739
-0.002465445,0.008582301,-0.006314667,-0.006205718,0.009328189,-0.001558463
-0.005413253,0.010242056,-0.006850943,-0.009465711,0.012233607,-0.000638849
-0.002057572,0.010014706,-0.008884696,-0.005431605,0.009174657,-0.004322466
-0.002729351,0.010408856,-0.009140971,-0.006476171,0.010213911,-0.004682377
-0.004087628,0.011212695,-0.007718403,-0.009299448,0.012002854,-0.002290195
-0.010051014,0.012446569,-0.006117188,-0.014665803,0.016188287,0.001912519
-0.000246878,0.008447328,-0.006682241,-0.006015869,0.008557165,-0.001769553
-0.002700904,0.009166677,-0.006505733,-0.007027429,0.009032269,-0.001921026
-0.00344951,0.010512708,-0.00685464,-0.00855908,0.01084299,-0.001477024
-0.007619028,0.012029113,-0.006656109,-0.012439717,0.014268945,0.000487924
0.000194283,0.007324893,-0.005687012,-0.004483545,0.005011866,-0.004996803
-0.000579861,0.007900652,-0.00559574,-0.005038397,0.006333321,-0.003385764
-0.001938256,0.008986551,-0.006732537,-0.006317661,0.008410399,-0.002273964
-0.005175659,0.010477137,-0.00654451,-0.009575743,0.011435219,-0.000850513
-0.003273844,0.00968057,-0.008482982,-0.005065214,0.0092941,-0.004737284
-0.00217243,0.010109156,-0.00818946,-0.007164733,0.010378904,-0.002409767
-0.004095746,0.011616378,-0.008152818,-0.009542536,0.012305009,-0.001409403
-0.009771643,0.012865486,-0.006239644,-0.015266333,0.016467328,0.002481676
0.000407073,0.008186367,-0.008115526,-0.003193971,0.00731803,-0.003282518
-0.002022394,0.008376584,-0.007515788,-0.00550409,0.00870686,-0.002273449
-0.003507344,0.010325462,-0.007489258,-0.007823967,0.010954198,-0.002256607
-0.007595723,0.012069481,-0.006451608,-0.012201646,0.014347711,0.00074715
-0.000374441,0.006899351,-0.005546556,-0.003224635,0.006123423,-0.003443459
-0.001928522,0.007170517,-0.005748646,-0.004227157,0.00691496,-0.003123963
-0.002939429,0.008355341,-0.006736862,-0.005868491,0.008757277,-0.002492359
-0.005118569,0.010207789,-0.00637876,-0.009414745,0.011685856,-0.000759432
-0.0001705,0.009989947,-0.008826276,-0.004972422,0.008250294,-0.006645906
-0.002169378,0.010022966,-0.007884422,-0.006646685,0.009894492,-0.004642759
-0.004124128,0.010990326,-0.007608464,-0.00893848,0.011994663,-0.002564293
-0.009346822,0.01293718,-0.006511974,-0.014394938,0.015892051,0.001982997
0.000361808,0.008463455,-0.007553877,-0.005140203,0.006243154,-0.005859153
-0.000337978,0.00851634,-0.006980663,-0.005958767,0.008094375,-0.004357516
-0.002447488,0.010123545,-0.007090219,-0.008064342,0.01051054,-0.0026147
-0.00689312,0.012044978,-0.006354323,-0.01211908,0.013828744,0.000674449
0.002772862,0.006707737,-0.005556927,-0.004384674,0.006581706,-0.001944177
-0.000181603,0.006921115,-0.006299221,-0.004558766,0.006875892,-0.002410431
-0.001914492,0.007937259,-0.005946227,-0.006546008,0.00885851,-0.001992083
-0.00409224,0.010013993,-0.006550357,-0.00944685,0.011590569,-0.000738067
0.001644008,0.01043749,-0.008250221,-0.006907164,0.009915773,-0.002642454
-0.001261964,0.010293138,-0.007957886,-0.007353913,0.010405147,-0.00215335
-0.003754655,0.010716949,-0.008176109,-0.00920454,0.012390633,-0.001618806
-0.009042497,0.012561021,-0.006219808,-0.014720381,0.016160717,0.002585018
0.001323416,0.008347334,-0.008170861,-0.004810422,0.009146605,-0.000997428
-0.000578284,0.009244346,-0.006625147,-0.006127994,0.00895599,-0.002896543
-0.003277571,0.010225351,-0.00669447,-0.008290573,0.01047955,-0.001508654
-0.007421809,0.012007849,-0.006638901,-0.012582375,0.014316747,0.000599813
-0.000408384,0.007222013,-0.004654453,-0.004881352,0.006517454,-0.00395887
-0.00135717,0.007726619,-0.005420995,-0.004841488,0.007164675,-0.00233823
-0.002715398,0.008526757,-0.006541141,-0.006279196,0.008961395,-0.001981572
-0.005208291,0.010563628,-0.00642544,-0.0096089,0.011879558,-0.000805932
-0.00345221,0.010758209,-0.009333442,-0.00497445,0.009316999,-0.004398565
-0.003256761,0.010593155,-0.00863793,-0.006677808,0.010232216,-0.003059401
-0.004411656,0.011884763,-0.007856608,-0.009498119,0.011744621,-0.001897658
-0.010143746,0.012743212,-0.006349101,-0.015113475,0.016122637,0.001865491
0.000673961,0.008508416,-0.007214297,-0.004856955,0.007717791,-0.003427177
-0.001673459,0.009034389,-0.007069739,-0.005803339,0.008609221,-0.002908878
-0.00337597,0.010083928,-0.007641857,-0.008256363,0.010394746,-0.002731826
-0.007425487,0.011614859,-0.006203886,-0.01259858,0.014084272,0.000485931
0.001918176,0.005853742,-0.005234897,-0.00530781,0.005156652,-0.00266139
-0.00060243,0.007455061,-0.005602073,-0.005023241,0.006469481,-0.002410279
-0.001401665,0.00854293,-0.006479379,-0.006523306,0.008436184,-0.00226356
-0.004518862,0.010263937,-0.006604911,-0.009942564,0.011344383,-0.001072447
0.001251032,0.010913659,-0.008841332,-0.005372974,0.010784635,-0.003287611
-0.001984625,0.010624209,-0.008144756,-0.006930721,0.010566703,-0.003835379
-0.004267122,0.011102522,-0.008286346,-0.009309431,0.012259543,-0.002234801
-0.009525276,0.012615306,-0.005781943,-0.015118938,0.016414955,0.002521958
-0.002440635,0.008304838,-0.007464225,-0.003491448,0.00902283,-0.00328725
-0.001273056,0.008810473,-0.00710776,-0.005492593,0.009223209,-0.002912728
-0.003082376,0.010083881,-0.007191298,-0.007721874,0.01092356,-0.002208253
-0.007619469,0.011654454,-0.007017215,-0.01194171,0.014479127,0.000497562
-0.001922951,0.006702724,-0.00539493,-0.002727028,0.005120774,-0.004701312
-0.001984984,0.007394337,-0.00605074,-0.004122925,0.006888558,-0.002952636
-0.002435288,0.008572314,-0.006368079,-0.006425423,0.008873598,-0.002534913
-0.005113084,0.010149402,-0.006179377,-0.009524401,0.011892258,-0.000985416
0.000835984,0.009501931,-0.00858602,-0.006762396,0.009609603,-0.005163047
-0.001437406,0.00992655,-0.0077704,-0.007972122,0.010336444,-0.003191653
-0.003172841,0.011359717,-0.007538069,-0.009882584,0.012030092,-0.001805741
-0.009457065,0.012922595,-0.006135475,-0.015092242,0.015538242,0.001887891
-0.001838744,0.008579882,-0.007636819,-0.003233382,0.007709066,-0.003767319
-0.002860396,0.008805755,-0.007140677,-0.005754853,0.008607809,-0.004055203
-0.003057995,0.010128827,-0.007705037,-0.0078136,0.010708267,-0.002466046
-0.007417571,0.011451602,-0.006563661,-0.012229538,0.014181179,0.000220553
-0.00150427,0.005560977,-0.005535371,-0.003208507,0.004403861,-0.004377347
-0.001299106,0.006874971,-0.006271914,-0.004332106,0.006704866,-0.002900026
-0.002067565,0.008318507,-0.006087823,-0.006783752,0.00886383,-0.002344185
-0.004554345,0.010098142,-0.006356534,-0.009484882,0.011814142,-0.001205892
0.001008244,0.01042481,-0.008295248,-0.007743195,0.010621267,-0.002885965
-0.00108005,0.010559997,-0.008680064,-0.007333116,0.010077429,-0.002907936
-0.003967198,0.011513471,-0.008045978,-0.009712097,0.011811476,-0.00254011
-0.009873954,0.012941599,-0.005901008,-0.015427089,0.015933522,0.002165686
-0.001716715,0.007623753,-0.007478289,-0.004277964,0.006574146,-0.005322608
-0.00166589,0.008715597,-0.006834684,-0.006191102,0.00856872,-0.003183934
-0.003123385,0.009876827,-0.007042667,-0.008095716,0.010480662,-0.002365221
-0.007368326,0.011385901,-0.006552115,-0.012234942,0.013835302,0.000632751
-0.000329672,0.006346345,-0.006181412,-0.00252279,0.00571943,-0.002230645
-0.000971905,0.007209037,-0.005905032,-0.004766137,0.006648416,-0.002459046
-0.00205189,0.00841064,-0.006780864,-0.006246614,0.008264826,-0.002169883
-0.004768464,0.010011889,-0.006582297,-0.009553398,0.011381943,-0.001340426
-0.003253265,0.009576407,-0.008949929,-0.007479994,0.009853657,-0.004576373
-0.002499443,0.010580662,-0.008119195,-0.007742701,0.010102786,-0.004680113
-0.004044947,0.011445088,-0.007482386,-0.009994366,0.011954179,-0.002502628
-0.010291364,0.01244134,-0.006205085,-0.01532901,0.015804198,0.002199172
0.00097373,0.008665417,-0.007846071,-0.004561775,0.006795943,-0.005081971
-0.001504447,0.009017594,-0.007010721,-0.005958319,0.008244824,-0.003701862
-0.003654593,0.010070776,-0.00780043,-0.008216383,0.010348398,-0.002409575
-0.007326978,0.011501072,-0.006821883,-0.012647852,0.014122439,0.000660943
-0.002223761,0.006543663,-0.005644851,-0.004850217,0.00550352,-0.002825666
-0.001645731,0.007170481,-0.00649569,-0.00399425,0.006490636,-0.003154965
-0.002737224,0.008334647,-0.006768175,-0.006094736,0.008817491,-0.002135823
-0.004992216,0.010412612,-0.006851517,-0.009469938,0.011517676,-0.000615169
-0.003027191,0.010159068,-0.009764929,-0.00451457,0.008661164,-0.004128318
-0.002754355,0.01049744,-0.008517955,-0.00673228,0.009303043,-0.004278668
-0.004453121,0.010986214,-0.007913178,-0.009326494,0.011556266,-0.002278587
-0.010096192,0.012509146,-0.006379738,-0.014697706,0.015830753,0.001546809
0.000956027,0.008772544,-0.007143911,-0.005202352,0.00662273,-0.004677148
-0.00155422,0.008708618,-0.006759687,-0.005882505,0.008431157,-0.002620486
-0.003160004,0.010578167,-0.007563503,-0.007696191,0.010542716,-0.002694093
-0.007738427,0.011875312,-0.006319729,-0.0123179,0.014492,0.000669368
0.000901715,0.006638326,-0.004651572,-0.006042341,0.005439861,-0.002445472
-0.000499088,0.007109529,-0.006178234,-0.005219022,0.006265807,-0.003933298
-0.001859222,0.008497194,-0.006623491,-0.006592131,0.008442622,-0.002431155
-0.005132311,0.010144748,-0.006500226,-0.009663618,0.011387585,-0.001311569
-0.000532018,0.010265448,-0.010350511,-0.003399424,0.009290751,-0.004397659
-0.001638774,0.010191499,-0.008082876,-0.00714884,0.010302061,-0.002949626
-0.003776534,0.01083666,-0.007727441,-0.009060384,0.01237204,-0.002010808
-0.009640169,0.012815448,-0.006694888,-0.014278717,0.016414791,0.002695609
-0.000927395,0.008745497,-0.0080446,-0.005505115,0.008201736,-0.003305485
-0.001949987,0.009054366,-0.007318021,-0.006066167,0.009133885,-0.002490063
-0.003210704,0.010399298,-0.00736013,-0.008201416,0.010542375,-0.001919812
-0.007705752,0.011581637,-0.006718165,-0.012874041,0.014132645,0.000723812
-9.63E-06,0.006305545,-0.004901591,-0.005844201,0.005885812,-0.003342916
-0.000488306,0.007032586,-0.006372085,-0.004634083,0.007226486,-0.00235417
-0.001464234,0.008660453,-0.006423429,-0.006473843,0.008904031,-0.002338308
-0.004695993,0.010322951,-0.006223778,-0.009967413,0.011802808,-0.000766708
-0.001618612,0.011183796,-0.007380114,-0.00818614,0.01083648,-0.00397526
-0.003043462,0.010470346,-0.007877229,-0.007391679,0.011249724,-0.002947148
-0.00492655,0.011420957,-0.007759095,-0.009843328,0.012640162,-0.002094317
-0.01068649,0.012654378,-0.006094978,-0.015591491,0.016499704,0.002830806
-0.000254753,0.008464543,-0.005692785,-0.007622924,0.008186566,-0.004305718
-0.001175344,0.008957232,-0.006934654,-0.007106352,0.00878371,-0.003264271
-0.003217425,0.010123862,-0.007430388,-0.008533767,0.010580102,-0.002527778
-0.007400908,0.011986987,-0.006101634,-0.012810785,0.014131798,0.000688943
0.001531411,0.006593538,-0.005325315,-0.004214518,0.005959157,-0.003027793
5.27E-06,0.007338882,-0.005851543,-0.00509472,0.007145842,-0.003033803
-0.00232517,0.008374947,-0.006481192,-0.006750506,0.008777939,-0.002748923
-0.004667407,0.010384329,-0.006755912,-0.009986684,0.01160794,-0.00054999
-0.002988755,0.009925389,-0.008345493,-0.006956724,0.009923704,-0.004284778
-0.002637072,0.010577584,-0.007464068,-0.008221378,0.010180899,-0.003882632
-0.004297978,0.01178406,-0.008157869,-0.009901854,0.012090236,-0.002451733
-0.010087442,0.012915383,-0.00593663,-0.015432563,0.016056602,0.002150317
0.000667804,0.008574795,-0.006568714,-0.007125627,0.00733561,-0.005301575
-0.000767056,0.008982337,-0.007019784,-0.006145853,0.008912427,-0.003122682
-0.00333104,0.009731973,-0.00713087,-0.008344062,0.010821987,-0.001915096
-0.007184988,0.012124392,-0.006551238,-0.012480711,0.01464743,0.000555583
-0.000373945,0.006826662,-0.005123059,-0.002920529,0.005299236,-0.003077773
-0.000398367,0.00781251,-0.005871672,-0.003569299,0.00680108,-0.003243007
-0.002282714,0.008735829,-0.006271635,-0.006134474,0.008711326,-0.002503021
-0.005119063,0.010499667,-0.006189285,-0.009483949,0.011971292,-0.000809763
-0.003649192,0.010089336,-0.00973884,-0.004893277,0.009204732,-0.003675071
-0.001928511,0.010300429,-0.008844638,-0.006914085,0.009533823,-0.003630629
-0.004157897,0.011332057,-0.007844874,-0.009604,0.011762478,-0.0026476
-0.009521274,0.012269821,-0.006328596,-0.01482412,0.01546504,0.001883427
0.001228573,0.009010747,-0.007758315,-0.004488814,0.00755899,-0.004714381
-0.000996776,0.008725488,-0.006813234,-0.006355189,0.008515354,-0.00402988
-0.002548659,0.009926313,-0.007216055,-0.007968608,0.010513229,-0.002827111
-0.006579733,0.011543436,-0.006220336,-0.012383176,0.014004559,0.000785733
-0.002178971,0.00611016,-0.005361625,-0.003854281,0.006725986,-0.002001591
-0.001084453,0.007222364,-0.0055093,-0.004550748,0.007181247,-0.003191282
-0.002616285,0.008670438,-0.006558611,-0.006178314,0.008772199,-0.002760405
-0.005207302,0.010581766,-0.006636444,-0.009162718,0.011699524,-0.000824989
-0.000167984,0.009874356,-0.008876873,-0.005380447,0.010721684,-0.00227218
-0.001583289,0.010322464,-0.00795975,-0.007532352,0.010309408,-0.003391958
-0.003911497,0.010885108,-0.008174775,-0.00954065,0.012062798,-0.002017849
-0.009377931,0.012337502,-0.005782217,-0.015133549,0.016082214,0.002766014
-0.000839771,0.008040042,-0.007895474,-0.004626484,0.007933207,-0.00387754
-0.001052215,0.00893616,-0.008022477,-0.005291309,0.008965236,-0.002473975
-0.002975251,0.009975426,-0.008017982,-0.007638319,0.010741956,-0.001486587
-0.00705926,0.011431031,-0.006814942,-0.012372202,0.014200577,0.000999324
0.000982646,0.005817996,-0.003967077,-0.00631168,0.005894936,-0.003341063
-0.001317587,0.00694539,-0.005171887,-0.00497931,0.007016367,-0.003574082
